endYear,alive.Female,alive.Male,infected.Female,infected.Male,newInfections.Female,newInfections.Male,prevalence.Female,prevalence.Male,incidence.Female,incidence.Male,percInfectedTreated.Female,percInfectedTreated.Male,percNewInfectFromAcute,percNewInfectFromAcute.Female,percNewInfectFromAcute.Male,sampleCoverage.25p,sampleCoverage.25p.Female,sampleCoverage.25p.Male
11,3449,3222,61,88,12,17,1.76862858799652,1.89323401613904,0.355029585798817,0.543478260869565,0,0,48.2758620689655,50,47.0588235294118,0,0,0
11.5,3448,3234,66,93,6,7,1.91415313225058,2.04081632653061,0.177672490376073,0.223214285714286,0,0,38.4615384615385,33.3333333333333,42.8571428571429,0,0,0
12,3473,3241,80,123,14,32,2.30348401957961,2.46837395865474,0.4131012097964,1.02794731769997,0,0,32.6086956521739,28.5714285714286,34.375,0,0,0
12.5,3493,3270,98,147,20,27,2.80561122244489,2.99694189602446,0.589970501474926,0.866217516843118,0,0,31.9148936170213,35,29.6296296296296,0,0,0
13,3506,3271,113,157,18,14,3.22304620650314,3.45460103943748,0.531600708800945,0.45045045045045,0,0,31.25,27.7777777777778,35.7142857142857,0,0,0
13.5,3527,3303,130,188,21,32,3.68585199886589,3.93581592491674,0.619834710743802,1.02926986169186,0,0,32.0754716981132,33.3333333333333,31.25,0,0,0
14,3531,3312,147,207,20,25,4.16312659303314,4.43840579710145,0.593119810201661,0.808015513897867,0,0,28.8888888888889,25,32,0,0,0
14.5,3553,3325,166,229,22,26,4.67210807768083,4.99248120300752,0.651851851851852,0.842787682333874,0,0,16.6666666666667,18.1818181818182,15.3846153846154,0,0,0
15,3560,3345,182,257,17,32,5.1123595505618,5.44095665171898,0.504600771742357,1.04065040650406,0,0,12.2448979591837,23.5294117647059,6.25,0,0,0
15.5,3583,3361,213,302,36,52,5.9447390454926,6.3373995834573,1.07174754391188,1.70996382768826,0,0,35.2272727272727,30.5555555555556,38.4615384615385,0,0,0
16,3607,3366,240,332,35,40,6.65372886054893,7.1301247771836,1.04446433900328,1.3271400132714,0,0,29.3333333333333,28.5714285714286,30,0,0,0
16.5,3620,3392,260,366,29,40,7.18232044198895,7.66509433962264,0.868523510032944,1.33244503664224,0,0,28.9855072463768,27.5862068965517,30,0,0,0
17,3637,3412,289,398,36,45,7.9461094308496,8.47010550996483,1.08368452739314,1.50854844116661,0,0,24.6913580246914,27.7777777777778,22.2222222222222,0,0,0
17.5,3659,3421,322,428,42,49,8.8002186389724,9.41245249926922,1.27003326277593,1.65820642978003,0,0,23.0769230769231,26.1904761904762,20.4081632653061,0,0,0
18,3682,3433,356,462,37,55,9.66865833785986,10.3699388290125,1.12155198545014,1.88549880013713,0,0,23.9130434782609,27.027027027027,21.8181818181818,0,0,0
18.5,3685,3444,391,509,49,63,10.6105834464043,11.3530778164924,1.50122549019608,2.1875,0,0,27.6785714285714,32.6530612244898,23.8095238095238,0,0,0
19,3698,3454,423,548,42,57,11.4386154678204,12.2466705269253,1.29390018484288,2.0042194092827,0,0,16.1616161616162,28.5714285714286,7.01754385964912,0,0,0
19.5,3716,3474,451,589,45,59,12.1367061356297,12.9821531375936,1.3949163050217,2.08923512747875,0,0,15.3846153846154,20,11.864406779661,0,0,0
20,3725,3477,472,621,40,59,12.6711409395973,13.5749209088295,1.24649423496416,2.11393765675385,0,0,30.3030303030303,27.5,32.2033898305085,0,0,0
20.5,3744,3510,502,667,53,67,13.4081196581197,14.3019943019943,1.66352793471438,2.4187725631769,0,0,23.3333333333333,30.188679245283,17.910447761194,0,0,0
21,3745,3515,530,716,52,81,14.1522029372497,15.0782361308677,1.65236733396886,2.98672566371681,0,0,21.0526315789474,25,18.5185185185185,0,0,0
21.5,3771,3529,554,752,47,66,14.6910633784142,15.6984981581184,1.49920255183413,2.45810055865922,0,0,28.3185840707965,19.1489361702128,34.8484848484849,0,0,0
22,3772,3541,593,806,62,89,15.7211028632025,16.7466817283253,2.00064536947402,3.38274420372482,0,0,23.841059602649,29.0322580645161,20.2247191011236,0,0,0
22.5,3802,3551,634,843,68,74,16.6754339821147,17.854125598423,2.20779220779221,2.84944166345784,0,0,20.4225352112676,26.4705882352941,14.8648648648649,0,0,0
23,3825,3560,692,886,76,79,18.0915032679739,19.438202247191,2.49343832020997,3.09197651663405,0,0,24.5161290322581,18.4210526315789,30.379746835443,0,0,0
23.5,3823,3565,731,930,68,78,19.1211090766414,20.5049088359046,2.26139008979049,3.09769658459095,0,0,13.6986301369863,17.6470588235294,10.2564102564103,0,0,0
24,3835,3584,781,990,80,100,20.3650586701434,21.7912946428571,2.70361608651571,4.04040404040404,0,0,22.2222222222222,28.75,17,0,0,0
24.5,3858,3594,821,1031,75,85,21.2804561949196,22.8436282693378,2.56060088767497,3.49794238683128,0,0,23.125,29.3333333333333,17.6470588235294,0,0,0
25,3865,3602,851,1090,78,97,22.0181112548512,23.6257634647418,2.69709543568465,4.07905803195963,0,0,16.5714285714286,15.3846153846154,17.5257731958763,0,0,0
25.5,3883,3620,904,1124,88,87,23.2809683234612,24.9723756906077,3.0844724851034,3.71953826421548,0,0,17.1428571428571,15.9090909090909,18.3908045977011,0,0,0
26,3902,3633,929,1154,71,84,23.8083034341363,25.5711533168181,2.50794772165313,3.63164721141375,0,0,19.3548387096774,16.9014084507042,21.4285714285714,0,0,0
26.5,3920,3655,955,1177,79,89,24.3622448979592,26.1285909712722,2.80440184593539,3.89156099693922,0,0,15.4761904761905,15.1898734177215,15.7303370786517,0,0,0
27,3913,3682,997,1200,85,86,25.4791719907999,27.0776751765345,3.06859205776173,3.79021595416483,0,0,16.9590643274854,20,13.953488372093,0,0,0
27.5,3960,3682,1034,1210,80,92,26.1111111111111,28.0825638240087,2.88704438830747,4.1274113952445,0,0,22.093023255814,28.75,16.304347826087,0,0,0
28,3975,3669,1062,1238,86,96,26.7169811320755,28.9452166802944,3.14097881665449,4.41379310344828,0,0,22.5274725274725,24.4186046511628,20.8333333333333,0,0,0
28.5,3974,3682,1086,1252,75,83,27.3276295923503,29.4948397609995,2.76446737928492,3.82312298479963,0,0,17.7215189873418,16,19.2771084337349,0,0,0
29,3997,3683,1098,1279,67,98,27.4706029522142,29.8126527287537,2.46959085882787,4.57089552238806,0,0,15.1515151515152,16.4179104477612,14.2857142857143,0,0,0
29.5,4014,3670,1115,1309,76,92,27.7777777777778,30.3814713896458,2.81273131014064,4.33349034385304,0,0,11.9047619047619,14.4736842105263,9.78260869565217,0,0,0
30,4022,3676,1106,1310,65,90,27.4987568373943,30.0870511425462,2.40562546262028,4.28163653663178,0,0,13.5483870967742,15.3846153846154,12.2222222222222,0,0,0
30.5,4039,3687,1129,1330,101,108,27.9524634810597,30.6211011662598,3.7771129394166,5.17489218974605,0,0,22.0095693779904,20.7920792079208,23.1481481481481,0,0,0
31,4060,3710,1148,1341,92,108,28.2758620689655,30.9433962264151,3.46255175009409,5.21487204249155,0,0,18.5,19.5652173913043,17.5925925925926,0,0,0
31.5,4064,3726,1142,1331,65,72,28.1003937007874,30.6494900697799,2.43810952738185,3.44992812649736,0,0,17.5182481751825,21.5384615384615,13.8888888888889,0,0,0
32,4085,3742,1154,1345,80,89,28.249694002448,30.8391234633886,2.99289188178077,4.26653883029722,0,0,14.792899408284,15,14.6067415730337,0,0,0
32.5,4091,3756,1155,1336,76,89,28.232705939868,30.7507987220447,2.85071267816954,4.24213536701621,0,0,14.5454545454545,14.4736842105263,14.6067415730337,0,0,0
33,4089,3746,1155,1334,79,84,28.2465150403522,30.8328884143086,2.95991007868115,4.00572246065808,0,0,10.4294478527607,7.59493670886076,13.0952380952381,0,0,0
33.5,4104,3774,1147,1336,74,93,27.948343079922,30.3921568627451,2.75502606105733,4.405495026054,0,0,23.3532934131737,27.027027027027,20.4301075268817,0,0,0
34,4119,3785,1152,1295,74,60,27.9679533867444,30.4359313077939,2.73769885312616,2.79329608938547,0,0,15.6716417910448,12.1621621621622,20,0,0,0
34.5,4132,3810,1128,1276,61,86,27.2991287512101,29.6062992125984,2.23771093176816,3.93232738911751,0,0,19.7278911564626,21.3114754098361,18.6046511627907,0,0,0
35,4140,3813,1128,1293,78,93,27.2463768115942,29.5830055074744,2.85505124450952,4.25434583714547,0,0,16.374269005848,16.6666666666667,16.1290322580645,0,0,0
35.5,4167,3850,1134,1295,84,85,27.2138228941685,29.4545454545455,3.05676855895197,3.81850853548967,0,0,15.3846153846154,16.6666666666667,14.1176470588235,0,0,0
36,4175,3862,1141,1324,92,113,27.3293413173653,29.5442775763853,3.34910811794685,5.08322087269456,0,0,20.9756097560976,22.8260869565217,19.4690265486726,0,0,0
36.5,4207,3888,1165,1338,88,94,27.6919420014262,29.9639917695473,3.18609703113686,4.20769919427037,0,0,15.3846153846154,18.1818181818182,12.7659574468085,0,0,0
37,4211,3912,1167,1325,88,82,27.7131322726193,29.8312883435583,3.18033971810625,3.62992474546259,0,0,17.6470588235294,21.5909090909091,13.4146341463415,0,0,0
37.5,4216,3932,1165,1333,81,104,27.6328273244782,29.6286876907426,2.92841648590022,4.61606746560142,0,0,18.3783783783784,24.6913580246914,13.4615384615385,0,0,0
38,4217,3972,1174,1342,92,103,27.8396964666825,29.5568982880161,3.33575054387237,4.52747252747253,0,0,17.9487179487179,23.9130434782609,12.621359223301,0,0,0
38.5,4258,3995,1165,1362,81,91,27.3602630342884,29.1614518147685,2.9126213592233,3.97553516819572,0,0,16.2790697674419,16.0493827160494,16.4835164835165,0,0,0
39,4284,4000,1163,1338,69,72,27.1475256769374,29.075,2.45028409090909,3.10880829015544,0,0,14.8936170212766,15.9420289855072,13.8888888888889,0,0,0
39.5,4317,4010,1153,1315,68,86,26.7083622886264,28.7531172069825,2.36768802228412,3.66581415174766,0,0,16.8831168831169,20.5882352941176,13.953488372093,0,0,0
40,4335,4012,1184,1316,97,92,27.3125720876586,29.5114656031904,3.37273991655076,3.90326686465846,0,0,21.1640211640212,20.6185567010309,21.7391304347826,0,0,0
40.5,4367,4040,1183,1323,79,85,27.0895351499886,29.2821782178218,2.72507761296999,3.572929802438,11.1580726965342,7.70975056689342,25,29.1139240506329,21.1764705882353,3.49133836115499,1.55728761432812,1.93405074682686
41,4395,4052,1205,1313,79,71,27.4175199089875,29.7384007897335,2.6962457337884,2.94117647058824,16.7634854771784,12.3381568926123,22,26.5822784810127,16.9014084507042,6.49943835347839,2.84975373960206,3.64968461387632
41.5,4445,4063,1217,1325,80,82,27.3790776152981,29.9532365247354,2.69996625042187,3.35927898402294,20.3779786359901,14.7924528301887,22.2222222222222,18.75,25.609756097561,8.41902070323173,3.81332114205202,4.60569956117971
42,4426,4110,1217,1327,52,62,27.4966109353818,29.6107055961071,1.74146014735432,2.47307538891105,22.5965488907149,16.8801808590806,10.5263157894737,9.61538461538462,11.2903225806452,10.4660177528223,4.82475995697482,5.64125779584748
42.5,4482,4153,1230,1314,77,59,27.4431057563588,29.6171442330845,2.53790375741595,2.29393468118196,24.2276422764228,19.0258751902588,17.6470588235294,14.2857142857143,22.0338983050847,12.148498148075,5.56703071958633,6.58146742848872
43,4516,4171,1225,1287,58,67,27.1257750221435,29.3694557660034,1.8849528761781,2.57000383582662,25.7959183673469,20.6682206682207,13.6,12.0689655172414,14.9253731343284,14.257744833169,6.5400200377102,7.71772479545878
43.5,4548,4197,1220,1267,58,61,26.8249780123131,29.068382177746,1.86375321336761,2.29668674698795,26.9672131147541,21.9415943172849,15.1260504201681,17.2413793103448,13.1147540983607,16.4005127920416,7.46628282971031,8.93422996233132
44,4569,4241,1235,1256,66,70,27.0299846793609,29.1204904503655,2.10997442455243,2.5993316004456,28.0971659919028,22.8503184713376,23.5294117647059,21.2121212121212,25.7142857142857,18.5978308521556,8.69246442002926,9.90536643212637
44.5,4623,4255,1223,1222,56,57,26.4546831062081,28.7426556991774,1.7632241813602,2.08867717112495,29.3540474243663,24.3862520458265,18.5840707964602,16.0714285714286,21.0526315789474,21.2904505822659,10.0659808677944,11.2244697144715
45,4636,4282,1204,1203,46,57,25.9706643658326,28.1177020084073,1.43480973175296,2.045944005743,30.2325581395349,25.4364089775561,13.5922330097087,6.52173913043478,19.2982456140351,25,11.9246861924686,13.0753138075314
