endYear,alive.Female,alive.Male,infected.Female,infected.Male,newInfections.Female,newInfections.Male,prevalence.Female,prevalence.Male,incidence.Female,incidence.Male,percInfectedTreated.Female,percInfectedTreated.Male,percNewInfectFromAcute,percNewInfectFromAcute.Female,percNewInfectFromAcute.Male,sampleCoverage.25p,sampleCoverage.25p.Female,sampleCoverage.25p.Male,sampleCoverage.50p,sampleCoverage.50p.Female,sampleCoverage.50p.Male
13.5,3531,3291,78,109,14,13,2.2090059473237,2.37010027347311,0.406032482598608,0.409319899244332,0,0,33.3333333333333,42.8571428571429,23.0769230769231,0,0,0,0,0,0
14,3539,3306,89,118,14,15,2.51483469906753,2.69207501512402,0.40650406504065,0.471846492607738,0,0,17.2413793103448,14.2857142857143,20,0,0,0,0,0,0
14.5,3564,3320,98,126,9,14,2.74971941638608,2.95180722891566,0.260115606936416,0.440113171958504,0,0,34.7826086956522,33.3333333333333,35.7142857142857,0,0,0,0,0,0
15,3575,3331,108,139,13,18,3.02097902097902,3.2422695887121,0.37593984962406,0.566750629722922,0,0,35.4838709677419,53.8461538461538,22.2222222222222,0,0,0,0,0,0
15.5,3594,3356,120,147,15,11,3.33889816360601,3.57568533969011,0.432900432900433,0.344287949921753,0,0,23.0769230769231,13.3333333333333,36.3636363636364,0,0,0,0,0,0
16,3606,3372,134,164,15,22,3.71602884082085,3.97390272835113,0.432900432900433,0.689439047320589,0,0,24.3243243243243,6.66666666666667,36.3636363636364,0,0,0,0,0,0
16.5,3627,3391,147,186,17,26,4.05293631100083,4.3350044234739,0.489772399884759,0.815047021943574,0,0,41.8604651162791,52.9411764705882,34.6153846153846,0,0,0,0,0,0
17,3646,3401,166,211,24,31,4.55293472298409,4.88091737724199,0.692241130660513,0.97760958688111,0,0,34.5454545454545,37.5,32.258064516129,0,0,0,0,0,0
17.5,3665,3424,180,231,19,25,4.91132332878581,5.25700934579439,0.547392682224143,0.788146279949559,0,0,34.0909090909091,42.1052631578947,28,0,0,0,0,0,0
18,3675,3433,197,262,23,37,5.36054421768708,5.73842120594233,0.664739884393064,1.17497618291521,0,0,25,26.0869565217391,24.3243243243243,0,0,0,0,0,0
18.5,3707,3460,211,280,19,25,5.69193417858106,6.09826589595376,0.546448087431694,0.791389680278569,0,0,29.5454545454545,42.1052631578947,20,0,0,0,0,0,0
19,3713,3472,243,324,38,53,6.54457312146512,6.99884792626728,1.101768628588,1.696,0,0,32.967032967033,26.3157894736842,37.7358490566038,0,0,0,0,0,0
19.5,3724,3492,271,361,33,54,7.27712137486574,7.76059564719359,0.960978450786255,1.74081237911025,0,0,27.5862068965517,39.3939393939394,20.3703703703704,0,0,0,0,0,0
20,3740,3511,310,413,45,67,8.28877005347594,8.82939333523213,1.32003520093869,2.19097449313277,0,0,32.1428571428571,44.4444444444444,23.8805970149254,0,0,0,0,0,0
20.5,3754,3532,351,454,48,53,9.35002663825253,9.93771234428086,1.41885900088679,1.74571805006588,0,0,16.8316831683168,16.6666666666667,16.9811320754717,0,0,0,0,0,0
21,3776,3547,374,508,36,67,9.90466101694915,10.5441217930646,1.06540396567032,2.23780895123581,0,0,30.0970873786408,33.3333333333333,28.3582089552239,0,0,0,0,0,0
21.5,3814,3557,398,546,41,65,10.4352385946513,11.1892043857183,1.2137359384251,2.19966159052453,0,0,25.4716981132075,21.9512195121951,27.6923076923077,0,0,0,0,0,0
22,3827,3556,444,596,64,72,11.6017768487066,12.4859392575928,1.91904047976012,2.48190279214064,0,0,24.2647058823529,21.875,26.3888888888889,0,0,0,0,0,0
22.5,3838,3581,484,655,59,83,12.6107347576863,13.5157777157219,1.78896300788357,2.91125920729569,0,0,28.169014084507,35.5932203389831,22.8915662650602,0,0,0,0,0,0
23,3856,3591,536,722,70,94,13.9004149377593,14.9262043998886,2.1505376344086,3.37401292175162,0,0,27.4390243902439,31.4285714285714,24.468085106383,0,0,0,0,0,0
23.5,3867,3611,585,783,64,79,15.1280062063615,16.2004984768762,1.98449612403101,2.8695968034871,0,0,22.3776223776224,28.125,17.7215189873418,0,0,0,0,0,0
24,3880,3616,637,860,71,98,16.4175257731959,17.6161504424779,2.22989949748744,3.65262765560939,0,0,28.9940828402367,26.7605633802817,30.6122448979592,0,0,0,0,0,0
24.5,3895,3635,673,928,64,87,17.2785622593068,18.5144429160935,2.03174603174603,3.30296127562642,0,0,22.5165562913907,20.3125,24.1379310344828,0,0,0,0,0,0
25,3907,3638,701,958,58,65,17.9421551062196,19.2688290269379,1.85957037512023,2.49328730341389,0,0,20.3252032520325,22.4137931034483,18.4615384615385,0,0,0,0,0,0
25.5,3930,3670,748,1007,73,84,19.0330788804071,20.3814713896458,2.36016812156482,3.25960419091967,0,0,17.8343949044586,24.6575342465753,11.9047619047619,0,0,0,0,0,0
26,3958,3691,797,1035,80,80,20.1364325416877,21.5930642102411,2.6160889470242,3.1434184675835,0,0,22.5,20,25,0,0,0,0,0,0
26.5,3967,3704,831,1082,71,98,20.9478195109655,22.4352051835853,2.3447820343461,3.94842868654311,0,0,22.4852071005917,23.943661971831,21.4285714285714,0,0,0,0,0,0
27,3969,3707,855,1111,65,81,21.5419501133787,23.0644726193688,2.16955941255007,3.33059210526316,0,0,20.5479452054795,23.0769230769231,18.5185185185185,0,0,0,0,0,0
27.5,3988,3716,886,1133,78,75,22.2166499498495,23.8428417653391,2.61832829808661,3.11203319502075,0,0,25.4901960784314,26.9230769230769,24,0,0,0,0,0,0
28,3999,3730,932,1146,77,82,23.3058264566142,24.9865951742627,2.61904761904762,3.4453781512605,0,0,18.2389937106918,20.7792207792208,15.8536585365854,0,0,0,0,0,0
28.5,4023,3741,970,1163,78,79,24.1113596818295,25.9288960171077,2.672147995889,3.34179357021997,0,0,14.0127388535032,12.8205128205128,15.1898734177215,0,0,0,0,0,0
29,4036,3744,988,1169,70,73,24.4796828543112,26.3888888888889,2.41796200345423,3.11035364294845,0,0,16.0839160839161,14.2857142857143,17.8082191780822,0,0,0,0,0,0
29.5,4040,3755,1006,1177,70,77,24.9009900990099,26.7909454061252,2.4263431542461,3.29482242190843,0,0,15.6462585034014,14.2857142857143,16.8831168831169,0,0,0,0,0,0
30,4067,3754,1040,1193,87,84,25.5716744529137,27.7037826318594,3.0377094972067,3.63636363636364,0,0,14.0350877192982,14.9425287356322,13.0952380952381,0,0,0,0,0,0
30.5,4089,3755,1055,1193,70,78,25.8009293225728,28.0958721704394,2.45012250612531,3.39130434782609,0,0,20.2702702702703,21.4285714285714,19.2307692307692,0,0,0,0,0,0
31,4081,3769,1052,1200,71,92,25.7779955893163,27.9119129742637,2.5204117855875,4.02802101576182,0,0,20.8588957055215,21.1267605633803,20.6521739130435,0,0,0,0,0,0
31.5,4089,3767,1061,1203,73,86,25.9476644656395,28.1656490576055,2.60435247948626,3.77524143985953,0,0,21.3836477987421,28.7671232876712,15.1162790697674,0,0,0,0,0,0
32,4106,3774,1056,1195,62,66,25.7184607890891,27.9809220985692,2.20955096222381,2.87832533798517,0,0,14.84375,12.9032258064516,16.6666666666667,0,0,0,0,0,0
32.5,4131,3777,1057,1217,71,91,25.5870249334302,27.9851734180567,2.51683800070897,3.99122807017544,0,0,17.2839506172839,14.0845070422535,19.7802197802198,0,0,0,0,0,0
33,4131,3784,1075,1226,88,92,26.0227547809247,28.4090909090909,3.14285714285714,4.02097902097902,0,0,22.2222222222222,26.1363636363636,18.4782608695652,0,0,0,0,0,0
33.5,4152,3807,1041,1225,53,86,25.0722543352601,27.344365642238,1.87146892655367,3.73750543242069,0,0,15.8273381294964,15.0943396226415,16.2790697674419,0,0,0,0,0,0
34,4160,3830,1049,1217,74,82,25.2163461538462,27.3890339425588,2.5992272567615,3.54211663066955,0,0,17.3076923076923,18.9189189189189,15.8536585365854,0,0,0,0,0,0
34.5,4169,3852,1055,1216,74,87,25.3058287359079,27.3883696780893,2.5937609533824,3.74354561101549,0,0,14.2857142857143,16.2162162162162,12.6436781609195,0,0,0,0,0,0
35,4185,3861,1068,1226,89,85,25.5197132616487,27.6612276612277,3.12390312390312,3.6480686695279,0,0,13.2183908045977,14.6067415730337,11.7647058823529,0,0,0,0,0,0
35.5,4204,3893,1066,1227,74,80,25.3568030447193,27.3824813768302,2.58199581297976,3.38983050847458,0,0,14.2857142857143,16.2162162162162,12.5,0,0,0,0,0,0
36,4207,3898,1094,1226,90,93,26.0042785833135,28.0656747049769,3.14905528341498,3.94736842105263,0,0,27.8688524590164,30,25.8064516129032,0,0,0,0,0,0
36.5,4230,3918,1106,1228,78,95,26.1465721040189,28.2286881061766,2.71304347826087,4.01013085690165,0,0,18.4971098265896,21.7948717948718,15.7894736842105,0,0,0,0,0,0
37,4248,3943,1105,1232,68,92,26.0122410546139,28.0243469439513,2.35701906412478,3.8558256496228,0,0,16.875,22.0588235294118,13.0434782608696,0,0,0,0,0,0
37.5,4253,3967,1095,1253,75,95,25.7465318598636,27.6027224602975,2.59515570934256,3.96825396825397,0,0,15.8823529411765,20,12.6315789473684,0,0,0,0,0,0
38,4264,3991,1104,1261,89,83,25.891181988743,27.6622400400902,3.07108350586611,3.43827671913836,0,0,16.2790697674419,16.8539325842697,15.6626506024096,0,0,0,0,0,0
38.5,4298,3977,1110,1267,70,78,25.8259655653792,27.9104852904199,2.38989416182998,3.20987654320988,0,0,12.8378378378378,17.1428571428571,8.97435897435897,0,0,0,0,0,0
39,4324,3955,1109,1277,80,99,25.6475485661425,28.0404551201011,2.71462504241602,4.13361169102297,0,0,15.6424581005587,11.25,19.1919191919192,0,0,0,0,0,0
39.5,4346,4001,1111,1283,74,91,25.5637367694432,27.7680579855036,2.48823133826496,3.7463976945245,0,0,16.969696969697,18.9189189189189,15.3846153846154,0,0,0,0,0,0
40,4364,4050,1117,1297,73,94,25.5957836846929,27.5802469135802,2.45378151260504,3.83204239706482,0,0,13.7724550898204,17.8082191780822,10.6382978723404,0,0,0,0,0,0
40.5,4373,4107,1132,1308,92,85,25.8861193688543,27.5626978329681,3.0986864264062,3.40681362725451,11.8374558303887,7.03363914373089,20.9039548022599,22.8260869565217,18.8235294117647,3.6329951625907,1.62325315775329,2.00974200483741,7.36502941150138,3.34774064159153,4.01728876990984
41,4412,4122,1151,1313,70,72,26.0879419764279,27.9233381853469,2.32480903354367,2.85374554102259,17.7237185056473,11.5003808073115,21.830985915493,21.4285714285714,22.2222222222222,6.12358952522887,2.83216015541835,3.29142936981052,12.138486172484,5.40621653060211,6.73226964188188
41.5,4449,4134,1141,1301,63,58,25.6462126320521,27.6003870343493,2.05882352941176,2.25944682508765,21.034180543383,14.5272867025365,12.396694214876,6.34920634920635,18.9655172413793,7.87791517299714,3.63001973657711,4.24789543642003,16.493417353603,7.23034364487123,9.26307370873182
42,4459,4155,1151,1296,55,75,25.8129625476564,27.7015643802647,1.78166504697117,2.89687137891078,23.4578627280626,17.7469135802469,13.8461538461538,18.1818181818182,10.6666666666667,9.91719536133238,4.62459887316018,5.2925964881722,20.6709382547361,9.21846811608727,11.4524701386488
42.5,4485,4159,1145,1271,53,65,25.5295429208473,27.5306564077903,1.69274992015331,2.4885145482389,24.8034934497817,19.5121951219512,16.9491525423729,20.7547169811321,13.8461538461538,12.0481285962436,5.72481272391705,6.32331587232657,24.9933652764566,10.9752342837302,14.0181309927264
43,4518,4196,1124,1247,46,56,24.8782647189022,26.7874165872259,1.44472361809045,2.10052513128282,27.0462633451957,21.0906174819567,23.5294117647059,15.2173913043478,30.3571428571429,14.1063810662998,6.73500148654161,7.37137957975814,28.594872827293,12.7471119832511,15.8477608440419
43.5,4566,4228,1133,1234,73,62,24.8138414367061,26.7975402081362,2.26778502640572,2.29885057471264,28.0670785525154,22.3662884927066,16.2962962962963,10.958904109589,22.5806451612903,16.1753828253236,7.86192662774349,8.31345619758011,32.6251039172566,14.6534234030314,17.9716805142252
44,4599,4257,1112,1214,44,48,24.1791693846488,26.1216819356354,1.35010739490641,1.73850054328142,29.136690647482,23.8056013179572,25,11.3636363636364,37.5,18.8930902273656,9.13571458776764,9.75737563959798,38.2788091589718,17.3699889126456,20.9088202463262
44.5,4643,4258,1125,1191,67,51,24.2300236915787,26.4208548614373,2.03461888855147,1.82077829346662,29.6,24.9370277078086,12.7118644067797,11.9402985074627,13.7254901960784,21.2005931651519,10.2881239559444,10.9124692092075,42.9477719641296,19.561177249613,23.3865947145165
45,4666,4292,1125,1176,54,58,24.1105872267467,26.2115563839702,1.6260162601626,2.03651685393258,31.2,26.1904761904762,20.5357142857143,12.962962962963,27.5862068965517,25,12.2404371584699,12.7595628415301,50,22.9109776078646,27.0890223921354
